id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
26079015104,260790,PE,Jaboatão Dos Guararapes,CRAS MURIBECA,,,ESTRADA Eixo da Integração - 3032,3032,,,Jardim Muribeca,54350310,"-8.156799540268372\,-34.967529773712165",2019-10-28T20:00:09.645Z
26079015114,260790,PE,Jaboatão Dos Guararapes,CRAS CAJUEIRO SECO,,,RUA MARIA HELENA - 00,00,,,CAJUEIRO SECO,54330610,"-8.16907641577133\,-34.931867122650154",2019-10-28T20:00:09.646Z
26079015118,260790,PE,Jaboatão Dos Guararapes,CRAS ZUMBI DO PACHECO,,,RUA BELO HORIZONTE - 17,17,,,SUCUPIRA,54280633,"-8.1027534\,-34.97077039999999",2019-10-28T20:00:09.648Z
26079020613,260790,PE,Jaboatão Dos Guararapes,CRAS BARRA DE JANGADA,,,RUA PITANGA - 173,173,,Anexo da Escola Almirante Tamandaré.,Barra de Jangada,54490360,"-8.221556855905767\,-34.95447278022767",2019-10-28T20:00:09.650Z
26079037633,260790,PE,Jaboatão Dos Guararapes,CRAS SOCORRO,,,RUA GENERAL MANOEL RABELO - 43,43,JABOATÃO DOS GUARARAPES,EM FRENTE A ESCOLA TÉCNICA ESTADUAl,ENGENHO VELHO,54160000,"-8.111830675277103\,-35.013213157653816",2019-10-28T20:00:09.652Z
26079503426,260795,PE,Jaqueira,CRAS - CANTINHO DA FAMÍLIA,,,RUA VEREADOR LUIZ NOVACOSQUE - 200,200,,,CENTRO,55409000,"-8.729206776807628\,-35.796761512756355",2019-10-28T20:00:09.660Z
26080003471,260800,PE,Jataúba,CRAS BOA VISTA,,,AVENIDA JOSÉ LOPES DE SIQUEIRA - 355,355,CASA,,CENTRO,55180000,"-7.986480318861585\,-36.49923741817475",2019-10-28T20:00:09.661Z
26080515247,260805,PE,Jatobá,CRAS ACONCHEGO DAS FAMILIAS,,,RUA PARNAMIRIM - 32,32,,SALÃO PAROQUIAL,BOA ESPERANÇA,56470000,"-9.183405005737255\,-38.2680630683899",2019-10-28T20:00:09.667Z
26081004590,260810,PE,João Alfredo,Centro de Referência da Assistência Social,,,RUA Coronel José Ferreira da Silva - 00,00,casa,Rua da Igreja - em frente a Zé da Lojinha,Boa Vista,55720000,"-7.859571666335979\,-35.59211969375611",2019-10-28T20:00:09.670Z
26082002430,260820,PE,Joaquim Nabuco,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,RUA CORONEL AUSTRÍCLINEO - 01,01,CASA,,CENTRO,55535000,"-8.627039118485822\,-35.52727460861207",2019-10-28T20:00:09.672Z
26082504587,260825,PE,Jucati,Casa das Famílias,,,AVENIDA Central - 81,81,Zona Rural,Px aos Correios,Vila Neves,55380000,"-8.755473347064394\,-36.43066406250001",2019-10-28T20:00:09.673Z
26083004685,260830,PE,Jupi,CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,,,AVENIDA Napoleão Teixeira Lima - 0,0,,,centro,55395000,"-8.709365117530973\,-36.41602993011475",2019-10-28T20:00:09.675Z
26084012313,260840,PE,Jurema,CRAS - JOSÉ NUNES DE ALMEIDA,,,RUA JOAQUIM PORFIRIO DA SILVA - 167,167,,Saída para Lajedo,DISTRITO DE SANTO ANTONIO DAS QUEIMADAS,55485000,"-8.758972588780653\,-36.19162559509278",2019-10-28T20:00:09.680Z
26084501288,260845,PE,Lagoa do Carro,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL FERNANDO LOBO,,,RUA doze - 41,41,CASA,PROXIMO AO PSF FERNANDO LOBO,Loteamento José Fernando Lobo,55820000,"-7.837701217702647\,-35.31119853258134",2019-10-28T20:00:09.682Z
26085002186,260850,PE,Lagoa do Itaenga,CRAS - CASA DAS FAMÍLIAS,,,RUA PAULINO JOSÉ DE OLIVEIRA - 179,179,,PRÓXIMO A NELSON SOUZA,INDEPENDÊNCIA,55840000,"-7.929631164940558\,-35.29528498649598",2019-10-28T20:00:09.685Z
26086015580,260860,PE,Lagoa do Ouro,CRAS,,,RUA jose renato costa wanderley - 00,00,,Próximo a Creche Municipal,cohab II,55320000,"-9.121599528253293\,-36.453209335937515",2019-10-28T20:00:09.690Z
26087000914,260870,PE,Lagoa Dos Gatos,CRAS - Centro de Referência de Assistência Social Sebastiana Monteiro,,,RUA Euclides José Inácio da Silva - 06,06,,Ao Lado da Secretaria Municipal de Assistência Social.,Centro,55450000,"-8.652824940437775\,-35.90485990047455",2019-10-28T20:00:09.696Z
26087501135,260875,PE,Lagoa Grande,CASA DA FAMÍLIA,,,RUA José Alves Amorim - 00,00,,Próximo ao INSS,Morada Nova,56395000,"-8.989022559990392\,-40.27838945388794",2019-10-28T20:00:09.698Z
26087538080,260875,PE,Lagoa Grande,CRAS VERMELHOS,,,AVENIDA CENTRAL - 00,00,ZONA RURAL,Próximo a Igreja católica,VERMELHOS,56395000,"-9.075844491514104\,-40.12395858764649",2019-10-28T20:00:09.701Z
26088000075,260880,PE,Lajedo,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,RUA MAJOR CAPITU - 373,373,,PROXIMO AOS CORREIOS,CENTRO,55385000,"-8.6592907\,-36.319789300000025",2019-10-28T20:00:09.705Z
26089004592,260890,PE,Limoeiro,CRAS 1 - ALTO DE SÃO SEBASTIÃO,,,RUA Rua Luiz Correia de Oliveira - 166,166,casa,"Conhecida como ""Rua do Apito""",São Sebastião,55700000,"-7.868993\,-35.4429248",2019-10-28T20:00:09.707Z
26089020257,260890,PE,Limoeiro,CRAS 2 - FREI ESTEVÃO,,,RUA FREI ESTEVÃO - 85,85,,Próximo ao Sindicato dos Trabalhadores Rurais.,FREI ESTEVÃO,55700000,"-7.8798757\,-35.4595644",2019-10-28T20:00:09.709Z
26089038918,260890,PE,Limoeiro,CRAS 4 - LOTEAMENTO SANTANA,,,RUA Clóvis Coutinho - 47,47,,PRÓXIMO AO PSF.,Loteamento Santana,55700000,"-7.8864759\,-35.4440504",2019-10-28T20:00:09.711Z
26089038922,260890,PE,Limoeiro,CRAS 3 - SINHAZINHA,,,RUA FREI DAMIÃO - 213,213,,PRÓXIMO AO SOCIETY DE MARCOS MACARRÃO.,SINHAZINHA,55700000,"-7.8822458\,-35.4494369",2019-10-28T20:00:09.713Z
26090003384,260900,PE,Macaparana,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CASA DA FAMÍLIA MACAPARANA - PE,,,RUA DRº ALBERTO BEZERRA - 0,0,,Centro Social Urbano,ALVORADA,55865000,"-7.556621555874573\,-35.450198650360115",2019-10-28T20:00:09.715Z
26091006692,260910,PE,Machados,CRAS MACHADOS,,,RUA FELIPE CORREIA - 316,316,,Próximo ao destacamento da Polícia Militar,CENTRO,55740000,"-7.6866866169332395\,-35.51348805427551",2019-10-28T20:00:09.722Z
26091504684,260915,PE,Manari,CRAS - Centro de Referência da Assistência Social,,,RUA ALTO DO MORÇEGO - 25,25,CASA,PRÓXIMO AO PSF JOSEFA NADIR VIEIRA,CENTRO,56565000,"-8.990017358349933\,-37.69732851069421",2019-10-28T20:00:09.724Z
26092004137,260920,PE,Maraial,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,AVENIDA SALVADOR TEIXEIRA - 0,0,,,CENTRO,55405000,"-8.78433580420949\,-35.8106017112732",2019-10-28T20:00:09.733Z
26093004656,260930,PE,Mirandiba,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,RUA FRANCISCO TORRES DE CARVALHO - 350,350,CASA,próximo a padaria de Lala,PROJETADA,56980000,"-8.124919499999999\,-38.72772950000001",2019-10-28T20:00:09.735Z
26094000999,260940,PE,Moreno,CRAS - CASA DA FAMILIA,,,AVENIDA Cleto Campelo - 2029,2029,,"Após a Curva da Caveira, em frente ao Banco do Nordeste.",Centro,54800000,"-8.116512069355037\,-35.091321766376495",2019-10-28T20:00:09.738Z
26094037587,260940,PE,Moreno,CRAS Unidade Bonança,,,RUA SEVERINO GOMES DA ROCHA - 45,45,,NA RUA QUE FAZ ESQUINA COM O SALÃO DO REINO DAS TESTEMUNHAS DE JEOVÁ,BONANÇA,54800000,"-8.110245414896049\,-35.18883615732194",2019-10-28T20:00:09.744Z
26095030087,260950,PE,Nazaré da Mata,CRAS Casa das Famílias,,,RUA MANOEL JOSE DE ANDRADE - 0,0,,,ALTO DA BOA VISTA,55800000,"-7.7526875966433595\,-35.22903442382813",2019-10-28T20:00:09.749Z
26096003468,260960,PE,Olinda,CRAS 04 - Peixinhos,,,RUA Aderito Gomes de Araújo - 82,82,,CRAS na Rua da Padaria Pan Kennedy.,Peixinhos,53230610,"-8.01258057371813\,-34.87083613872529",2019-10-28T20:00:09.751Z
26096003475,260960,PE,Olinda,CRAS 01 - Passarinho,,,AVENIDA São José - 136,136,,Próximo ao USF Passarinho e a Escola Municipal Vereador José Mendes. Antiga sede do escritório do PROMETROPOLE-AVISI.,Passarinho,53160330,"-7.988515311132423\,-34.91265177726746",2019-10-28T20:00:09.753Z
26096003477,260960,PE,Olinda,CRAS 08 - Varadouro,,,AVENIDA Joaquim Nabuco - 774,774,,Ao lado da Escola Guedes Alcoforado.,Varadouro,53050310,"-8.013437431030642\,-34.855834543704994",2019-10-28T20:00:09.755Z
26096003482,260960,PE,Olinda,CRAS 09 - Rio Doce,,,AVENIDA Coronel Frederico Lundgren - 862,862,I Etapa,Próximo ao Verdão.,Rio Doce,53150000,"-7.965110679934136\,-34.84012484550477",2019-10-28T20:00:09.757Z
26096015274,260960,PE,Olinda,CRAS 03 - Sapucaia,,,RUA Malásia - 56,56,,Em frente a escola de enfermagem quitéria rosa.,Sapucaia,53270710,"-7.997144798260567\,-34.887143969535835",2019-10-28T20:00:09.759Z
26096015276,260960,PE,Olinda,CRAS 07 - Cidade Tabajara,,,RUA Nevada - 0,0,,Centro Social Urbano de Cidade Tabajara. Ao lado do Posto de Saúde.,Cidade Tabajara,53360150,"-7.972863113680337\,-34.86853480339051",2019-10-28T20:00:09.762Z
26096015277,260960,PE,Olinda,CRAS 06 - Bairro Novo,,,AVENIDA Governador Carlos de Lima Cavalcante - 153,153,,Pátio da Sulanca,Bairro Novo,53030260,"-8.003641627122555\,-34.84658360481263",2019-10-28T20:00:09.764Z
26096015338,260960,PE,Olinda,CRAS 05 - Vila Manchete,,,RUA Bulgari - 3,3,Ouro Preto,Ao lado do Posto de Saúde de Vila Manchete.,Vila Manchete,53333460,"-7.9997743530768695\,-34.86872255802155",2019-10-28T20:00:09.766Z
26096020114,260960,PE,Olinda,CRAS 02 - Águas Compridas,,,RUA João Pessoa - 388,388,,,Sapucaia de Fora,53270675,"-8.000842106857892\,-34.89071667194367",2019-10-28T20:00:09.768Z
26096035931,260960,PE,Olinda,CRAS 10 - Sítio Novo,,,AVENIDA Luiz Correia de Brito - 546,546,,Antes do Mercado Público de Sítio Novo. Ao lado do açougue.,Sítio Novo,53110000,,2019-10-28T20:00:09.770Z
26097003210,260970,PE,Orobó,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE OROBO,,,RUA JOÃO FELICIANO - 45,45,,Rua do Cruzeiro(próximo ao Centro do Artesanato),CENTRO,55745000,"-7.750063917181638\,-35.60281644857241",2019-10-28T20:00:09.772Z
26098001686,260980,PE,Orocó,CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,,,AVENIDA PREFEITO ULISSES DE NOVAES BIONE - 57,57,,Próximo Agência dos Correios.,CENTRO,56170000,"-8.619698693974385\,-39.60097074508668",2019-10-28T20:00:09.776Z
26099004629,260990,PE,Ouricuri,CRAS Nossa Senhora de Fatima,,,RUA Maria Generosa de Barros - 351,351,,,Nossa Senhora de Fatima,56200000,"-7.879047113413482\,-40.08594632148743",2019-10-28T20:00:09.778Z
26099004630,260990,PE,Ouricuri,CRAS Nossa Senhora do Carmo,,,AVENIDA Fernando Bezzera - 00,00,,Centro de Artes e Esportes Unificado - Praça CEUS.,Ipsep,56200000,"-7.892692665434723\,-40.089905261993415",2019-10-28T20:00:09.780Z
26099035193,260990,PE,Ouricuri,CRAS Capela de São Braz,,,AVENIDA CENTRAL - 261,261,casa,,CAPELA DE SAO BRAZ,56200000,"-7.87953598052604\,-40.07580757141113",2019-10-28T20:00:09.783Z
26100004481,261000,PE,Palmares,CRAS CASA DA FAMÍLIA,,,RUA LUÍS PORTELA DE CARVALHO - 1623,1623,,PRÓXIMO A BOMBA INJETORA OU A MERCEARIA DE SEU GERCINO.,NEWTON CARNEIRO,55540000,"-8.66553422980311\,-35.572944581508644",2019-10-28T20:00:09.784Z
26100020281,261000,PE,Palmares,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - FAMILIA ACOLHIDA,,,RUA OSMÍNIO COSTA - 452,452,CASA,,SANTO ONOFRE,55540000,"-8.68163699556976\,-35.58744192123414",2019-10-28T20:00:09.786Z
26100033717,261000,PE,Palmares,CRAS - TRABALHANDO PELA FAMILIA,,,RUA POSIDONIO JOAQUIM DA SILVA - 101,101,,Próximo a Antiga garagem municipal.,CENTRO,55540000,"-8.682904399486473\,-35.59505939483643",2019-10-28T20:00:09.789Z
26101004438,261010,PE,Palmeirina,CASA DAS FAMILIAS,,,RUA MANOEL BORBA - 00,00,Casa,,CENTRO,55310000,"-9.002771994158651\,-36.324867010116584",2019-10-28T20:00:09.791Z
26102004144,261020,PE,Panelas,CRAS - CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL MANOEL GONÇALO FERREIRA,,,RUA JOÃO CAVALCANTE - 88,88,CRUZES- PANELAS- PE,Próximo a Escola Rui Barbosa,VILA DE CRUZES ZONA RURAL,55473000,"-8.65504173869509\,-36.103649139404304",2019-10-28T20:00:09.793Z
26103002476,261030,PE,Paranatama,casa da familia,,,RUA francisco de paula melo - 58,58,,,centro,55355000,"-8.91941434893185\,-36.658705472946174",2019-10-28T20:00:09.795Z
26104001412,261040,PE,Parnamirim,CENTRO DE REFERENCIA DA ASSISTENCIA sOCIAL,,,AVENIDA ARISTANDE FERREIRA LIMA - 03,03,,Próximo a rodoviária em frente ao posto de saúde da bomba.,BOMBA,56163000,"-8.090863309361392\,-39.577045440673835",2019-10-28T20:00:09.807Z
26105001312,261050,PE,Passira,CRAS PASSIRA,,,RUA Manoel Ferreira de Moura - 60,60,Casa,Próximo a Prefeitura,CENTRO,55650000,"-7.978295440765811\,-35.583728671335855",2019-10-28T20:00:09.811Z
26106003923,261060,PE,Paudalho,CRAS Casa da família,,,RUA Rua 5 - 101,101,,SEGUNDA RUA APÓS A CRECHE,Loteamento primavera,55825000,"-7.897160789063375\,-35.16772985491116",2019-10-28T20:00:09.814Z
26107001438,261070,PE,Paulista,CRAS III,,,RUA Dourado - 88,88,,Ao lado a pizzaria kero mais na entrada da Manepá.,JANGA,53437510,"-7.928377265575677\,-34.82204675674439",2019-10-28T20:00:09.821Z
26107004687,261070,PE,Paulista,CRAS II,,,AVENIDA MINISTRO MARCOS DE BARROS FREIRE - 45,45,,SENAC PAULISTA,JARDIM PAULISTA BAIXO,53421035,"-7.941\,-34.87299999999999",2019-10-28T20:00:09.823Z
26107004688,261070,PE,Paulista,CRAS I,,,RUA CARPINA - 45,45,,PROXIMO A RUA EM FRENTE AO ANTIGO POSTO DE NANDO PERTO DA RUA GARANHUNS,ARTHUR LUNDGREN I,53417220,"-7.937556\,-34.89063999999996",2019-10-28T20:00:09.825Z
26107004689,261070,PE,Paulista,CRAS IV,,,RUA 32 - 671,671,,,MARANGUAPE II,53421201,"-7.9324178\,-34.85800440000003",2019-10-28T20:00:09.827Z
26107004824,261070,PE,Paulista,CRAS V,,,RUA FUNILANDIA - 61,61,,,LOTEAMETO CONCEICAO II,53429680,"-7.9184546\,-34.8209559",2019-10-28T20:00:09.829Z
26107038074,261070,PE,Paulista,CRAS VI,,,RUA Noventa e seis - 220,220,,Ao lado do Centro de Treinamento da Policia Militar - Centro de aviação,Maranguape I,53441460,"-7.9449682\,-34.86082210000001",2019-10-28T20:00:09.832Z
26108004593,261080,PE,Pedra,CRAS - CENTRO,,,RUA VALDECI BEZERRA DOS SANTOS - 65,65,,,JOSÉ CAMPELO SALVIANO,55280000,"-8.50219015027654\,-36.94871664047242",2019-10-28T20:00:09.834Z
26109004573,261090,PE,Pesqueira,CRAS - Prado (Unidade I),,,RUA HISTORIADOR LUÍS WILSON DE SÁ FERRAZ - 60,60,,PRÓXIMO AO CASTELO,Prado,55200000,"-8.357069002970258\,-36.68399333953858",2019-10-28T20:00:09.838Z
26109004624,261090,PE,Pesqueira,CRAS - Eucalipto (Unidade II),,,AVENIDA PAULO GUERRA - 18,18,CASA,NO INÍCIO DA AVENIDA QUE LIGA O BAIRRO COM O PARQUE DE EXPOSIÇÃO,CENTRAL,55200000,"-8.366770911875614\,-36.70581579208375",2019-10-28T20:00:09.840Z
26110004594,261100,PE,Petrolândia,CRAS Casa das Familias,,,AVENIDA Marieta Cavalcante de Souza - 186,186,Quadra 17,,Quadra 17,56460000,"-8.971338399999999\,-38.224841200000014",2019-10-28T20:00:09.846Z
26111001750,261110,PE,Petrolina,CRAS JOÃO DE DEUS,,,AVENIDA Terezinha Campos - 0,0,,,JOÃO DE DEUS,56300000,"-9.357395037770647\,-40.533386774443784",2019-10-28T20:00:09.852Z
26111001752,261110,PE,Petrolina,CRAS IZACOLÂNDIA,,,RUA SANTA TEREZINHA - 52,52,CENTRO,,IZACOLÂNDIA,56343000,"-9.006019857416916\,-40.27248859405518",2019-10-28T20:00:09.854Z
26111001753,261110,PE,Petrolina,CRAS FERNANDO IDALINO,,,RUA UM - 50,50,,,FERNANDO IDALINO,56300000,"-9.387440546218404\,-40.474190711975105",2019-10-28T20:00:09.856Z
26111004697,261110,PE,Petrolina,CRAS DOM AVELAR,,,AVENIDA DO SENTIMENTO - 121,121,,,DOM AVELAR,56300000,"-9.355831834121883\,-40.48830986022949",2019-10-28T20:00:09.858Z
26111020424,261110,PE,Petrolina,CRAS RIO CORRENTE,,,RUA DO TAMARINDO (Rua 11) - 00,00,,,RIO CORRENTE,56312695,"-9.394174701617377\,-40.54884189017412",2019-10-28T20:00:09.859Z
26111020433,261110,PE,Petrolina,CRAS JOSÉ E MARIA,,,RUA AMAZONAS - 81,81,,MERCADO MARIZA,JOSÉ E MARIA,56320580,"-9.372705697616437\,-40.49179136753082",2019-10-28T20:00:09.861Z
26111020436,261110,PE,Petrolina,CRAS URUAS,,,SITIO KM 45 - 85,85,CASA,,uruais,56339500,"-8.940039607415455\,-40.57411909103394",2019-10-28T20:00:09.863Z
26111037787,261110,PE,Petrolina,CRAS PROJETO SENADOR NILO COELHO N-07,,,RUA B - 130,130,D,,Projeto Senador Nilo Coelho,56300000,"-9.289090553641936\,-40.506634712219245",2019-10-28T20:00:09.865Z
26111037795,261110,PE,Petrolina,CRAS AGROVILA MASSANGANO,,,RUA A - 0,0,,Próximo a Igreja Assembléia,Agrovila Massangano,56353700,"-9.441992132203508\,-40.56946277618409",2019-10-28T20:00:09.867Z
26111037797,261110,PE,Petrolina,CRAS RAJADA,,,AVENIDA NILO COELHO - 370,370,,Posto de Combustivel,Rajada,56345000,"-8.810619680452502\,-40.83216905593872",2019-10-28T20:00:09.869Z
26112015506,261120,PE,Poção,CRAS - CENTRO,,,AVENIDA Maria Andrade - 106,106,casa,,CENTRO,55240000,"-8.187793675915362\,-36.70280635356904",2019-10-28T20:00:09.871Z
26113000736,261130,PE,Pombos,CRAS,,,LOTEAMENTO Jose Maurício de Melo - 52,52,,Próximo à escola Toque Mágico,CENTRO,55630000,"-8.142844225655255\,-35.39633989334107",2019-10-28T20:00:09.875Z
26114000095,261140,PE,Primavera,CRAS 1 - NOVA ESPERANÇA CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,RUA NOVA AURORA - 31,31,,EM FRENTE AO GINÁSIO POLIESPORTIVO.,BAIRRO JOÃO MURILO,55510000,"-8.33927800489491\,-35.352287292480476",2019-10-28T20:00:09.877Z
26115004507,261150,PE,Quipapá,CRAS Centro de Referência de Assistência Social,,,RUA Tito Galvão - SN,SN,Térreo,Próximo a agência das Lotérica.,Centro,55415000,"-8.8283884\,-36.01215239999999",2019-10-28T20:00:09.881Z
26115300597,261153,PE,Quixaba,CRAS - CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL DE QUIXABA,,,PRAÇA ANTÔNIO PEREIRA DE CARVALHO - 19,19,CASA,POR TRÁS DA TELPE DA OI,CENTRO,56828000,"-7.718476390720667\,-37.79434204101563",2019-10-28T20:00:09.882Z
26116004476,261160,PE,Recife,CRAS Alto Santa Terezinha,,,"AVENIDA Aníbal Benévolo, s/n - 0",0,,"No Centro Comunitário da Paz - COMPAZ - Alto Santa Terezinha, ao lado da Academia da Cidade.",Alto Santa Terezinha,52131000,"-8.0095337\,-34.8973642",2019-10-28T20:00:09.886Z
26116004478,261160,PE,Recife,CRAS Campina do Barreto,,,RUA Iguatu - 0,0,,por trás da Policlínica Amaury de Medeiros.,Campina do Barreto,52027030,"-8.016029313378768\,-34.882344099783154",2019-10-28T20:00:09.888Z
26116004479,261160,PE,Recife,CRAS Santo Amaro,,,AVENIDA Norte Miguel Arraes - 869,869,,"Centro de Juventude, Governo do Estado.",Santo Amaro,50040200,"-8.043369364919247\,-34.884113073349006",2019-10-28T20:00:09.890Z
26116004480,261160,PE,Recife,CRAS Alto do Mandú,,,AVENIDA Dr. Eurico Chaves - 379,379,,Antigo Centro Social Urbano Nilo Coelho,Casa Amarela,52071250,"-8.024932225414925\,-34.92717593908311",2019-10-28T20:00:09.892Z
26116004482,261160,PE,Recife,CRAS Dois Irmãos,,,AVENIDA Professor Claudio Selva - 99,99,,"UFRPE, entrada de Sítio dos Pintos.",Dois Irmãos,52171260,"-8.0161786\,-34.94524949999999",2019-10-28T20:00:09.894Z
26116004483,261160,PE,Recife,CRAS Cordeiro,,,RUA Odete Monteiro - 450,450,Conjunto Residencial Casarão do Cordeiro,casarão do Cordeiro.,Cordeiro,50711440,"-8.045358747685174\,-34.92162728395704",2019-10-28T20:00:09.897Z
26116004484,261160,PE,Recife,CRAS Torrões,,,RUA Ijuí - 46,46,,,Torrões,50640070,"-8.0549763\,-34.9343989",2019-10-28T20:00:09.899Z
26116004486,261160,PE,Recife,CRAS Totó,,,"AVENIDA 11 de Agosto, s/n - 0",0,,Centro Social Urbano Bidu Krause,Totó,50791480,"-8.079710010542296\,-34.970566034317024",2019-10-28T20:00:09.903Z
26116004488,261160,PE,Recife,CRAS Pina,,,RUA Tomé Gibson - 455,455,,,Pina,51011480,"-8.097958771241048\,-34.88832950592042",2019-10-28T20:00:09.905Z
26116004490,261160,PE,Recife,CRAS Ibura de Baixo,,,AVENIDA Dois Rios - 521,521,,Em frente a Igreja Elshaday.,Ibura,51230000,"-8.112627286173916\,-34.93840903043748",2019-10-28T20:00:09.907Z
26116038748,261160,PE,Recife,CRAS Ibura de Cima/COHAB,,,RUA Pedro Malazart - 20,20,,"Próximo a Upinha UR4, UR5 e da Academia da Cidade.",Ibura,51300020,"-8.132058791979818\,-34.94755536317826",2019-10-28T20:00:09.909Z
26116038750,261160,PE,Recife,CRAS Bongi,,,AVENIDA General Abdias de Carvalho - 1083,1083,,No COMPAZ Ariano Suassuna,Madalena,50630810,"-8.060100701973642\,-34.926373958587654",2019-10-28T20:00:09.912Z
26117004595,261170,PE,Riacho Das Almas,CRAS Janim Mota,,,RUA José Felismino - 604,604,,,Centro,55120000,"-8.131748252032859\,-35.860944406004364",2019-10-28T20:00:09.914Z
26117020176,261170,PE,Riacho Das Almas,CRAS Alto do Jiquirí,,,RUA JOAQUIM SIMOA - 109,109,,Ao lado do PSF,ALTO DO JIQUIRI,55120000,"-8.13840476176954\,-35.85607051849366",2019-10-28T20:00:09.917Z
26118002127,261180,PE,Ribeirão,CRAS Centro de Referência de Assistência Social,,,AVENIDA RÁDIO CLUBE - 118,118,,PRÓXIMO A PRAÇA DA PREFEITURA,CENTRO,55520000,"-8.51213246121128\,-35.37436723709107",2019-10-28T20:00:09.921Z
26119002065,261190,PE,Rio Formoso,CASA DAS FAMÍLIAS,,,RUA SIQUEIRA CAMPOS - 100,100,PREDIO,,CENTRO,55570000,"-8.665558094119445\,-35.15640020370484",2019-10-28T20:00:09.927Z
26120002840,261200,PE,Sairé,CRAS - Centro de Referência da Assistência Social - Sairé,,,RUA PROJETADA - 00,00,,Próximo as casas da caixa econômica.,Vale Verde,55695000,"-8.324543558058169\,-35.71123123168946",2019-10-28T20:00:09.930Z
26120030432,261200,PE,Sairé,CRAS - Centro de referência da Assistência Social - Insurreição,,,RUA INSURREIÇÃO - 0,0,,Próximo a Escola de Miguel Mano,Zona Rural,55695000,"-8.325138042157784\,-35.70966482162476",2019-10-28T20:00:09.933Z
26121004596,261210,PE,Salgadinho,CRAS - CASA DAS FAMÍLIAS,,,SITIO PISSARREIRA - 0,0,,PRÓXIMO AO ANEXO DA ESCOLA PRESIDENTE MÉDICI,CENTRO,55675000,"-7.912820094788453\,-35.60207605361939",2019-10-28T20:00:09.936Z
26122004450,261220,PE,Salgueiro,CRAS I,,,RUA JOSÉ GOMES DE SÁ - 00,00,PRÉDIO,"Vizinho a Creche Letícia Roza, antigo prédio do CSU",DIVINO ESPÍRITO SANTO,56000000,"-8.070707480258863\,-39.111210107803345",2019-10-28T20:00:09.943Z
26122004452,261220,PE,Salgueiro,CRAS II,,,PRAÇA LUIZ PACÍFICO DA LUZ - 0,0,PRAÇA CEUs,PRÓXIMO A ESCOLA ESTADUAL MAURINA,COHAB,56000000,"-8.072104346192608\,-39.142141342163086",2019-10-28T20:00:09.946Z
26123004597,261230,PE,Saloá,CRAS Centro de Referencia da Assistencia Social,,,PRAÇA São Vicente - 28,28,,AO LADO DO INSS E ATACADÃO BARRA NOVA,CENTRO,55350000,"-8.975998529805823\,-36.688671112060554",2019-10-28T20:00:09.948Z
26124002140,261240,PE,Sanharó,CRAS PADRE NOVAL,,,RUA Vereador Jonas Américo de Freitas - 33,33,casa,,Pe. Noval,55250000,"-8.36092219701078\,-36.558637619018555",2019-10-28T20:00:09.951Z
26124032081,261240,PE,Sanharó,CRAS NOSSA SENHORA DE FÁTIMA,,,LOTEAMENTO Rua Eriberto Américo de Freitas - 30,30,casa,LOTEAMENTO N. SRA DE FATIMA,N. SRA DE FATIMA,55250000,"-8.358969067600027\,-36.56122326850891",2019-10-28T20:00:09.959Z
26124503481,261245,PE,Santa Cruz,CRAS VILA NOVA,,,RUA HERCÍLIO ARAUJO FERREIRA - 119,119,,VIZINHO A ESCOLA MUNICIPAL ANSELMO,CENTRO,56215000,"-8.2380855128587\,-40.328542068478384",2019-10-28T20:00:09.965Z
26124704612,261247,PE,Santa Cruz da Baixa Verde,CRAS Casa das famílias,,,RUA JOÃO ROQUE - 349,349,casa,VIZINHO A PREFEITURA,centro,56895000,"-7.821\,-38.15300000000002",2019-10-28T20:00:09.967Z
26125000659,261250,PE,Santa Cruz do Capibaribe,CRAS- CASA DAS FAMÍLIAS DONA DORES MARQEUS,,,RUA RAIMUNDA MARIA ARAGÃO - 51,51,,VIZINHO AO CABANA CLUB,BELA VISTA,55190000,"-7.944587339191879\,-36.2141078710556",2019-10-28T20:00:09.975Z
26125037723,261250,PE,Santa Cruz do Capibaribe,CRAS JULIO CESAR,,,RUA JOSÉ AURELIO DA SILVA - 00,00,,,SANTO AGOSTINHO,55190000,"-7.935579165144427\,-36.19688808917999",2019-10-28T20:00:09.978Z
